iter	Logloss
0	0.2437712365
1	0.1078464508
2	0.06670059828
3	0.04174275552
4	0.0294869036
5	0.01891104692
6	0.01257760241
7	0.01178520571
8	0.01066605939
9	0.007765511587
10	0.007398933292
11	0.005716613803
12	0.005527336614
13	0.005318647971
14	0.005060207846
15	0.004909908912
16	0.004662239062
17	0.004485663791
18	0.004339239316
19	0.004233016648
20	0.004038451578
21	0.003602458444
22	0.003537478664
23	0.003455727826
24	0.003384313951
25	0.003209075711
26	0.003095746952
27	0.002994758647
28	0.002863346148
29	0.002618133949
30	0.002577416477
31	0.002536241969
32	0.002483312137
33	0.002425633639
34	0.002390849639
35	0.002390849639
36	0.002250298197
37	0.00220588959
38	0.00220588959
39	0.002152660276
40	0.002152634352
41	0.002152610709
42	0.002152610709
43	0.002152586624
44	0.002152586624
45	0.002109895199
46	0.002065126913
47	0.002065126913
48	0.002006952463
49	0.002006888731
50	0.001977639084
51	0.001977639084
52	0.001977639084
53	0.001911621807
54	0.001911621807
55	0.001911577614
56	0.001911486655
57	0.001911418225
58	0.001911418225
59	0.001911418225
60	0.001911418225
61	0.001911343164
62	0.001892441402
63	0.001877197655
64	0.001831926736
65	0.00178988066
66	0.001722705049
67	0.001722632756
68	0.001722579545
69	0.001722579545
70	0.00172253356
71	0.001722352922
72	0.001722311482
73	0.00172225474
74	0.00172221783
75	0.001722168614
76	0.001722114877
77	0.001722029877
78	0.001721936049
79	0.001721831131
80	0.001721743675
81	0.001721698162
82	0.001721669767
83	0.001721466838
84	0.001721433781
85	0.001721383214
86	0.001721339669
87	0.001721339669
88	0.001721339669
89	0.001721339669
90	0.001721339669
91	0.001721339669
92	0.001721339669
93	0.001721339669
94	0.001721339669
95	0.001721339669
96	0.001721339669
97	0.001721339669
98	0.001721339669
99	0.001721339669
100	0.001721339669
101	0.001721339669
102	0.001721339669
103	0.001721339669
104	0.001721339669
105	0.001721339669
106	0.001721339669
107	0.001721339669
108	0.001721339669
109	0.001721339669
110	0.001721339669
111	0.001721339669
112	0.001721339669
113	0.001721339669
114	0.001721339669
115	0.001721339669
116	0.001721339669
117	0.001721339669
118	0.001721339669
119	0.001721339669
120	0.001721339669
121	0.001721339669
122	0.001721339669
123	0.001721339669
124	0.001721339669
125	0.001721339669
126	0.001721339669
127	0.001721339669
128	0.001721339669
129	0.001721339669
130	0.001721339669
131	0.001721339669
132	0.001721339669
133	0.001721339669
134	0.001721339669
135	0.001721339669
136	0.001721339669
137	0.001721339669
138	0.001721339669
139	0.001721339669
140	0.001721339669
141	0.001721339669
142	0.001721339669
143	0.001721339669
144	0.001721339669
145	0.001721339669
146	0.001721339669
147	0.001721339669
148	0.001721339669
149	0.001721339669
150	0.001721339669
151	0.001721339669
152	0.001721339669
153	0.001721339669
154	0.001721339669
155	0.001721339669
156	0.001721339669
157	0.001721339669
158	0.001721339669
159	0.001721339669
160	0.001721339669
161	0.001721339669
162	0.001721339669
163	0.001721339669
164	0.001721339669
165	0.001721339669
166	0.001721339669
167	0.001721339669
168	0.001721339669
169	0.001721339669
170	0.001721339669
171	0.001721339669
172	0.001721339669
173	0.001721339669
174	0.001721339669
175	0.001721339669
176	0.001721339669
177	0.001721339669
178	0.001721339669
179	0.001721339669
180	0.001721339669
181	0.001721339669
182	0.001721339669
183	0.001721339669
184	0.001721339669
185	0.001721339669
186	0.001721339669
187	0.001721339669
188	0.001721339669
189	0.001721339669
190	0.001721339669
191	0.001721339669
192	0.001721339669
193	0.001721339669
194	0.001721339669
195	0.001721339669
196	0.001721339669
197	0.001721339669
198	0.001721339669
199	0.001721339669
200	0.001721339669
201	0.001721339669
202	0.001721339669
203	0.001721339669
204	0.001721339669
205	0.001721339669
206	0.001721339669
207	0.001721339669
208	0.001721339669
209	0.001721339669
210	0.001721339669
211	0.001721339669
212	0.001721339669
213	0.001721339669
214	0.001721339669
215	0.001721339669
216	0.001721339669
217	0.001721339669
218	0.001721339669
219	0.001721339669
220	0.001721339669
221	0.001721339669
222	0.001721339669
223	0.001721339669
224	0.001721339669
225	0.001721339669
226	0.001721339669
227	0.001721339669
228	0.001721339669
229	0.001721339669
230	0.001721339669
231	0.001721339669
232	0.001721339669
233	0.001721339669
234	0.001721339669
235	0.001721339669
236	0.001721339669
237	0.001721339669
238	0.001721339669
239	0.001721339669
240	0.001721339669
241	0.001721339669
242	0.001721339669
243	0.001721339669
244	0.001721339669
245	0.001721339669
246	0.001721339669
247	0.001721339669
248	0.001721339669
249	0.001721339669
250	0.001721339669
251	0.001721339669
252	0.001721339669
253	0.001721339669
254	0.001721339669
255	0.001721339669
256	0.001721339669
257	0.001721339669
258	0.001721339669
259	0.001721339669
260	0.001721339669
261	0.001721339669
262	0.001721339669
263	0.001721339669
264	0.001721339669
265	0.001721339669
266	0.001721339669
267	0.001721339669
268	0.001721339669
269	0.001721339669
270	0.001721339669
271	0.001721339669
272	0.001721339669
273	0.001721339669
274	0.001721339669
275	0.001721339669
276	0.001721339669
277	0.001721339669
278	0.001721339669
279	0.001721339669
280	0.001721339669
281	0.001721339669
282	0.001721339669
283	0.001721339669
284	0.001721339669
285	0.001721339669
286	0.001721339669
287	0.001721339669
288	0.001721339669
289	0.001721339669
290	0.001721339669
291	0.001721339669
292	0.001721339669
293	0.001721339669
294	0.001721339669
295	0.001721339669
296	0.001721339669
297	0.001721339669
298	0.001721339669
299	0.001721339669
300	0.001721339669
301	0.001721339669
302	0.001721339669
303	0.001721339669
304	0.001721339669
305	0.001721339669
306	0.001721339669
307	0.001721339669
308	0.001721339669
309	0.001721339669
310	0.001721339669
311	0.001721339669
312	0.001721339669
313	0.001721339669
314	0.001721339669
315	0.001721339669
316	0.001721339669
317	0.001721339669
318	0.001721339669
319	0.001721339669
320	0.001721339669
321	0.001721339669
322	0.001721339669
323	0.001721339669
324	0.001721339669
325	0.001721339669
326	0.001721339669
327	0.001721339669
328	0.001721339669
329	0.001721339669
330	0.001721339669
331	0.001721339669
332	0.001721339669
333	0.001721339669
334	0.001721339669
335	0.001721339669
336	0.001721339669
337	0.001721339669
338	0.001721339669
339	0.001721339669
340	0.001721339669
341	0.001721339669
342	0.001721339669
343	0.001721339669
344	0.001721339669
345	0.001721339669
346	0.001721339669
347	0.001721339669
348	0.001721339669
349	0.001721339669
350	0.001721339669
351	0.001721339669
352	0.001721339669
353	0.001721339669
354	0.001721339669
355	0.001721339669
356	0.001721339669
357	0.001721339669
358	0.001721339669
359	0.001721339669
360	0.001721339669
361	0.001721339669
362	0.001721339669
363	0.001721339669
364	0.001721339669
365	0.001721339669
366	0.001721339669
367	0.001721339669
368	0.001721339669
369	0.001721339669
370	0.001721339669
371	0.001721339669
372	0.001721339669
373	0.001721339669
374	0.001721339669
375	0.001721339669
376	0.001721339669
377	0.001721339669
378	0.001721339669
379	0.001721339669
380	0.001721339669
381	0.001721339669
382	0.001721339669
383	0.001721339669
384	0.001721339669
385	0.001721339669
386	0.001721339669
387	0.001721339669
388	0.001721339669
389	0.001721339669
390	0.001721339669
391	0.001721339669
392	0.001721339669
393	0.001721339669
394	0.001721339669
395	0.001721339669
396	0.001721339669
397	0.001721339669
398	0.001721339669
399	0.001721339669
400	0.001721339669
401	0.001721339669
402	0.001721339669
403	0.001721339669
404	0.001721339669
405	0.001721339669
406	0.001721339669
407	0.001721339669
408	0.001721339669
409	0.001721339669
410	0.001721339669
411	0.001721339669
412	0.001721339669
413	0.001721339669
414	0.001721339669
415	0.001721339669
416	0.001721339669
417	0.001721339669
418	0.001721339669
419	0.001721339669
420	0.001721339669
421	0.001721339669
422	0.001721339669
423	0.001721339669
424	0.001721339669
425	0.001721339669
426	0.001721339669
427	0.001721339669
428	0.001721339669
429	0.001721339669
430	0.001721339669
431	0.001721339669
432	0.001721339669
433	0.001721339669
434	0.001721339669
435	0.001721339669
436	0.001721339669
437	0.001721339669
438	0.001721339669
439	0.001721339669
440	0.001721339669
441	0.001721339669
442	0.001721339669
443	0.001721339669
444	0.001721339669
445	0.001721339669
446	0.001721339669
447	0.001721339669
448	0.001721339669
449	0.001721339669
450	0.001721339669
451	0.001721339669
452	0.001721339669
453	0.001721339669
454	0.001721339669
455	0.001721339669
456	0.001721339669
457	0.001721339669
458	0.001721339669
459	0.001721339669
460	0.001721339669
461	0.001721339669
462	0.001721339669
463	0.001721339669
464	0.001721339669
465	0.001721339669
466	0.001721339669
467	0.001721339669
468	0.001721339669
469	0.001721339669
470	0.001721339669
471	0.001721339669
472	0.001721339669
473	0.001721339669
474	0.001721339669
475	0.001721339669
476	0.001721339669
477	0.001721339669
478	0.001721339669
479	0.001721339669
480	0.001721339669
481	0.001721339669
482	0.001721339669
483	0.001721339669
484	0.001721339669
485	0.001721339669
486	0.001721339669
487	0.001721339669
488	0.001721339669
489	0.001721339669
490	0.001721339669
491	0.001721339669
492	0.001721339669
